bar_i,original_direction,shadow_direction_t0,direction_relation,market_state,location_score,long_continuation_score,short_continuation_score,long_reversal_score,short_reversal_score,long_total,short_total,long_evidence,short_evidence,countertrend_ratio,active_1m,active_5m,active_15m,dominant_active,15m_state,5m_state,reason_codes,market_state_reasons,opportunity_id,traded
37717,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,5,2,3,7,8,9,8,9,1.0,STRONG_DOWN,STRONG_UP,DOWN,STRONG_UP,NEUTRAL,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00037717_SHORT,True
38549,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,4,7,3,9,7,9,7,1.0,STRONG_UP,STRONG_DOWN,DOWN,STRONG_DOWN,BULLISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00038549_LONG,True
39422,SHORT,SHORT,SAME,REVERSAL_TRANSITION,3,3,2,3,6,6,8,6,8,1.0,STRONG_UP,DOWN,NEUTRAL,STRONG_UP,BEARISH,DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00039422_SHORT,True
40142,LONG,LONG,SAME,REVERSAL_TRANSITION,1,0,4,7,2,7,6,7,6,1.0,NEUTRAL,STRONG_DOWN,UP,STRONG_DOWN,BULLISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00040142_LONG,True
40882,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,3,1,2,6,5,7,5,7,1.0,STRONG_DOWN,STRONG_UP,NEUTRAL,STRONG_UP,BEARISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00040882_SHORT,True
41376,LONG,LONG,SAME,REVERSAL_TRANSITION,3,2,3,5,3,7,6,7,6,1.0,DOWN,UP,DOWN,DOWN,NEUTRAL,UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00041376_LONG,True
41520,LONG,LONG,SAME,REVERSAL_TRANSITION,1,0,3,6,2,6,5,6,5,1.0,NEUTRAL,DOWN,NEUTRAL,DOWN,BULLISH,DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00041520_LONG,True
41593,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,5,1,3,7,8,8,8,8,1.0,NEUTRAL,STRONG_UP,TRANSITION,STRONG_UP,NEUTRAL,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00041593_SHORT,True
41802,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,3,6,2,7,5,7,5,1.0,STRONG_DOWN,NEUTRAL,DOWN,STRONG_DOWN,BULLISH,NEUTRAL,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00041802_LONG,True
42599,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,5,7,3,9,8,9,8,0.95,UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00042599_LONG,True
42699,SHORT,SHORT,SAME,REVERSAL_TRANSITION,3,5,1,3,7,8,8,8,8,1.0,DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,TRANSITION,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00042699_SHORT,True
43135,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,5,7,2,8,7,8,7,1.0,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,NEUTRAL,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00043135_LONG,True
43399,SHORT,SHORT,SAME,REVERSAL_TRANSITION,3,3,1,2,6,5,7,5,7,1.0,STRONG_UP,NEUTRAL,STRONG_UP,STRONG_UP,BULLISH,NEUTRAL,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00043399_SHORT,True
43528,LONG,LONG,SAME,REVERSAL_TRANSITION,3,1,5,7,2,8,7,8,7,1.0,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00043528_LONG,True
43862,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,5,7,3,9,8,9,8,1.0,STRONG_UP,STRONG_DOWN,UP,STRONG_DOWN,NEUTRAL,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00043862_LONG,True
44164,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,5,1,2,7,7,8,7,8,1.0,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,TRANSITION,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00044164_SHORT,True
44789,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,3,6,3,8,6,8,6,1.0,STRONG_UP,STRONG_DOWN,NEUTRAL,STRONG_DOWN,BULLISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00044789_LONG,True
45109,LONG,LONG,SAME,REVERSAL_TRANSITION,3,2,3,6,3,8,6,8,6,1.0,STRONG_DOWN,STRONG_DOWN,UP,STRONG_DOWN,NEUTRAL,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00045109_LONG,True
45985,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,4,1,3,6,7,7,7,7,1.0,STRONG_DOWN,DOWN,STRONG_UP,STRONG_UP,BEARISH,DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00045985_SHORT,True
46015,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,5,7,2,8,7,8,7,1.0,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00046015_LONG,True
46099,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,4,6,3,8,7,8,7,1.0,UP,UP,STRONG_DOWN,STRONG_DOWN,NEUTRAL,UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00046099_LONG,True
46180,LONG,LONG,SAME,REVERSAL_TRANSITION,3,1,3,6,2,7,5,7,5,1.0,DOWN,NEUTRAL,DOWN,DOWN,BULLISH,NEUTRAL,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00046180_LONG,True
46269,SHORT,SHORT,SAME,REVERSAL_TRANSITION,3,4,1,3,6,7,7,7,7,1.0,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,BEARISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00046269_SHORT,True
46631,SHORT,SHORT,SAME,REVERSAL_TRANSITION,3,5,1,3,7,8,8,8,8,1.0,DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,BEARISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00046631_SHORT,True
47364,SHORT,SHORT,SAME,REVERSAL_TRANSITION,3,5,1,2,7,7,8,7,8,1.0,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,BEARISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00047364_SHORT,True
47894,LONG,LONG,SAME,REVERSAL_TRANSITION,3,2,4,6,3,8,7,8,7,1.0,UP,STRONG_DOWN,NEUTRAL,STRONG_DOWN,BEARISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00047894_LONG,True
49626,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,5,7,3,8,8,8,8,1.0,STRONG_UP,STRONG_DOWN,TRANSITION,STRONG_DOWN,TRANSITION,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00049626_LONG,True
49881,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,4,6,3,7,7,7,7,1.0,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,TRANSITION,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00049881_LONG,True
49944,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,5,1,2,7,7,8,7,8,1.0,UP,STRONG_UP,TRANSITION,STRONG_UP,NEUTRAL,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00049944_SHORT,True
50040,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,4,7,2,8,6,8,6,1.0,STRONG_UP,NEUTRAL,STRONG_DOWN,STRONG_DOWN,NEUTRAL,NEUTRAL,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00050040_LONG,True
50092,SHORT,SHORT,SAME,REVERSAL_TRANSITION,1,4,0,2,7,6,7,6,7,1.0,STRONG_DOWN,STRONG_DOWN,STRONG_UP,STRONG_UP,BEARISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00050092_SHORT,True
51114,SHORT,SHORT,SAME,REVERSAL_TRANSITION,1,3,1,3,6,6,7,6,7,1.0,NEUTRAL,STRONG_DOWN,STRONG_UP,STRONG_UP,BEARISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00051114_SHORT,True
51813,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,4,6,3,8,7,8,7,1.0,STRONG_UP,STRONG_DOWN,NEUTRAL,STRONG_DOWN,BULLISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00051813_LONG,True
51872,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,4,6,3,7,7,7,7,1.0,STRONG_DOWN,DOWN,UP,STRONG_DOWN,NEUTRAL,DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00051872_LONG,True
51886,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,2,2,3,5,5,7,5,7,1.0,DOWN,DOWN,UP,UP,NEUTRAL,DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00051886_SHORT,True
52270,LONG,LONG,SAME,REVERSAL_TRANSITION,2,0,5,7,2,7,7,7,7,1.0,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00052270_LONG,True
52348,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,3,6,2,7,5,7,5,1.0,STRONG_DOWN,UP,UP,STRONG_DOWN,NEUTRAL,UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00052348_LONG,True
52758,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,3,2,3,6,6,8,6,8,1.0,STRONG_UP,DOWN,TRANSITION,STRONG_UP,BEARISH,DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00052758_SHORT,True
52812,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,4,1,2,7,6,8,6,8,1.0,STRONG_DOWN,STRONG_UP,DOWN,STRONG_UP,TRANSITION,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00052812_SHORT,True
53020,LONG,LONG,SAME,REVERSAL_TRANSITION,1,0,3,6,2,6,5,6,5,1.0,STRONG_UP,STRONG_DOWN,TRANSITION,STRONG_DOWN,NEUTRAL,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00053020_LONG,True
54027,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,3,6,3,8,6,8,6,1.0,STRONG_DOWN,NEUTRAL,STRONG_DOWN,STRONG_DOWN,BULLISH,NEUTRAL,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00054027_LONG,True
54209,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,4,6,3,7,7,7,7,1.0,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00054209_LONG,True
55031,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,3,5,3,6,6,6,6,1.0,NEUTRAL,UP,DOWN,DOWN,BULLISH,UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00055031_LONG,True
55292,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,4,7,3,9,7,9,7,0.8888888888888888,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,NEUTRAL,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00055292_LONG,True
55704,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,4,1,2,6,6,7,6,7,1.0,DOWN,UP,UP,UP,BEARISH,UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00055704_SHORT,True
55854,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,4,1,2,6,6,7,6,7,1.0,STRONG_DOWN,STRONG_UP,UP,STRONG_UP,BEARISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00055854_SHORT,True
56216,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,3,1,3,5,6,6,6,6,1.0,DOWN,DOWN,UP,UP,NEUTRAL,DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00056216_SHORT,True
56498,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,4,7,3,9,7,9,7,1.0,STRONG_DOWN,STRONG_DOWN,DOWN,STRONG_DOWN,BULLISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00056498_LONG,True
57080,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,5,1,3,7,8,8,8,8,1.0,STRONG_UP,DOWN,TRANSITION,STRONG_UP,BEARISH,DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00057080_SHORT,True
57290,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,4,6,3,7,7,7,7,1.0,UP,DOWN,DOWN,DOWN,TRANSITION,DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00057290_LONG,True
57312,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,3,1,2,6,5,7,5,7,1.0,NEUTRAL,DOWN,UP,UP,BEARISH,DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00057312_SHORT,True
57460,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,3,2,3,6,6,8,6,8,1.0,STRONG_DOWN,STRONG_UP,DOWN,STRONG_UP,BEARISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00057460_SHORT,True
58308,LONG,LONG,SAME,REVERSAL_TRANSITION,2,0,4,6,2,6,6,6,6,1.0,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00058308_LONG,True
58728,SHORT,SHORT,SAME,REVERSAL_TRANSITION,1,4,1,3,7,7,8,7,8,1.0,STRONG_DOWN,STRONG_UP,UP,STRONG_UP,NEUTRAL,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00058728_SHORT,True
59228,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,4,2,3,6,7,8,7,8,1.0,STRONG_DOWN,STRONG_UP,STRONG_UP,STRONG_UP,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00059228_SHORT,True
59678,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,4,7,3,9,7,9,7,1.0,STRONG_UP,STRONG_DOWN,UP,STRONG_DOWN,BULLISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00059678_LONG,True
59725,LONG,LONG,SAME,REVERSAL_TRANSITION,3,2,4,6,3,8,7,8,7,0.9807692307692307,UP,STRONG_DOWN,NEUTRAL,STRONG_DOWN,NEUTRAL,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00059725_LONG,True
59971,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,4,7,2,8,6,8,6,1.0,UP,STRONG_DOWN,NEUTRAL,STRONG_DOWN,NEUTRAL,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00059971_LONG,True
60615,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,4,1,3,6,7,7,7,7,1.0,STRONG_UP,STRONG_DOWN,STRONG_UP,STRONG_UP,BEARISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00060615_SHORT,True
60945,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,5,7,3,8,8,8,8,1.0,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00060945_LONG,True
61812,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,3,6,2,7,5,7,5,1.0,STRONG_DOWN,STRONG_DOWN,DOWN,STRONG_DOWN,BULLISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00061812_LONG,True
62255,LONG,LONG,SAME,REVERSAL_TRANSITION,2,0,5,7,2,7,7,7,7,1.0,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00062255_LONG,True
62392,SHORT,SHORT,SAME,REVERSAL_TRANSITION,3,5,1,2,7,7,8,7,8,1.0,UP,STRONG_DOWN,STRONG_UP,STRONG_UP,BEARISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00062392_SHORT,True
62688,SHORT,SHORT,SAME,REVERSAL_TRANSITION,3,5,2,3,7,8,9,8,9,1.0,UP,STRONG_DOWN,STRONG_UP,STRONG_UP,BEARISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00062688_SHORT,True
62864,LONG,LONG,SAME,REVERSAL_TRANSITION,2,1,4,6,2,7,6,7,6,1.0,STRONG_UP,STRONG_DOWN,UP,STRONG_DOWN,BULLISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00062864_LONG,True
63362,LONG,LONG,SAME,REVERSAL_TRANSITION,3,1,5,7,2,8,7,8,7,1.0,STRONG_UP,STRONG_DOWN,DOWN,STRONG_DOWN,BULLISH,STRONG_DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00063362_LONG,True
63453,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,4,6,3,8,7,8,7,1.0,STRONG_UP,STRONG_UP,STRONG_DOWN,STRONG_DOWN,BULLISH,STRONG_UP,ORIGINAL_DIRECTION_SUPPORTED|COUNTERTREND_STRONG,COUNTERTREND_STRONG,OPP_00063453_LONG,True
63578,SHORT,SHORT,SAME,REVERSAL_TRANSITION,2,5,1,2,7,7,8,7,8,0.9285714285714285,STRONG_UP,DOWN,TRANSITION,STRONG_UP,NEUTRAL,DOWN,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00063578_SHORT,True
64103,LONG,LONG,SAME,REVERSAL_TRANSITION,2,2,4,7,4,9,8,9,8,1.0,UP,UP,STRONG_DOWN,STRONG_DOWN,BULLISH,UP,ORIGINAL_DIRECTION_SUPPORTED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG,OPP_00064103_LONG,True
