trade_id,capture_pct,mfe_spent_atr,total_mfe_atr
E-000671,1.0,0,5.901960784313726
E-000672,1.0,0,4.048192771084337
E-000673,1.0,0,0.6153846153846154
E-000674,1.0,0,1.8846153846153848
E-000675,1.0,0,5.206611570247934
E-000676,1.0,0,1.4834437086092713
E-000677,1.0,0,0.7325581395348837
E-000678,1.0,0,3.5
E-000679,1.0,0,3.460674157303371
E-000680,1.0,0,2.3037974683544302
E-000681,1.0,0,5.6
E-000682,1.0,0,7.777777777777778
E-000683,,0,0.0
E-000684,1.0,0,3.169811320754717
E-000685,1.0,0,6.511627906976744
E-000686,1.0,0,3.8769230769230765
E-000687,1.0,0,1.6153846153846154
E-000688,1.0,0,12.0
E-000689,1.0,0,2.3333333333333335
E-000690,1.0,0,6.363636363636364
E-000691,1.0,0,1.4
E-000692,1.0,0,11.052631578947368
E-000693,1.0,0,7.0
E-000694,1.0,0,0.6086956521739131
E-000695,1.0,0,33.76470588235294
E-000696,1.0,0,2.1777777777777776
E-000697,,0,0.0
E-000698,1.0,0,6.102564102564103
E-000699,1.0,0,15.166666666666668
E-000700,1.0,0,3.92
E-000701,1.0,0,2.3333333333333335
E-000702,1.0,0,12.205128205128206
E-000703,1.0,0,2.781456953642384
E-000704,1.0,0,1.4
E-000705,1.0,0,4.476190476190476
E-000706,1.0,0,9.661971830985916
E-000707,1.0,0,8.721311475409836
E-000708,1.0,0,4.8059701492537314
E-000709,1.0,0,2.1690140845070425
E-000710,1.0,0,0.853658536585366
E-000711,1.0,0,10.387096774193548
E-000712,1.0,0,3.791666666666667
E-000713,1.0,0,2.0
E-000714,1.0,0,0.6461538461538461
E-000715,1.0,0,2.1
E-000716,1.0,0,42.0
E-000717,1.0,0,4.571428571428571
E-000718,1.0,0,18.421052631578945
E-000719,1.0,0,6.60377358490566
E-000720,1.0,0,6.461538461538462
E-000721,1.0,0,5.478260869565218
E-000722,1.0,0,7.636363636363637
E-000723,1.0,0,0.4375
E-000724,1.0,0,19.804878048780488
E-000725,1.0,0,9.555555555555555
E-000726,1.0,0,14.152173913043478
E-000727,1.0,0,3.1712707182320443
E-000728,1.0,0,3.0714285714285716
E-000729,1.0,0,6.9363636363636365
E-000730,1.0,0,1.5
E-000731,1.0,0,8.764227642276422
E-000732,1.0,0,14.823529411764707
E-000733,1.0,0,1.4848484848484849
E-000734,1.0,0,1.0566037735849056
E-000735,1.0,0,11.529411764705884
E-000736,1.0,0,3.7966101694915255
E-000737,1.0,0,4.7804878048780495
E-000738,1.0,0,9.655172413793103
E-000739,1.0,0,7.333333333333333
E-000740,1.0,0,12.133333333333333
E-000741,1.0,0,0.2978723404255319
E-000742,1.0,0,4.666666666666666
E-000743,1.0,0,5.8048780487804885
E-000744,1.0,0,4.666666666666667
E-000745,1.0,0,11.168539325842698
E-000746,1.0,0,13.827160493827162
E-000747,1.0,0,0.7777777777777778
E-000748,1.0,0,5.764705882352942
E-000749,1.0,0,3.0
E-000750,1.0,0,6.112676056338029
E-000751,1.0,0,0.21212121212121213
E-000752,1.0,0,9.245283018867925
E-000753,1.0,0,2.126582278481013
E-000754,1.0,0,1.1937984496124032
E-000755,1.0,0,6.658536585365854
E-000756,1.0,0,6.204545454545455
E-000757,1.0,0,3.6206896551724133
